EmployeeID,DateOfHire,DateOfBirth,Gender,Department,JobTitle,EmploymentStatus,SupervisorID,SupervisorName,SupervisorLevel,ProjectsAssigned,ProjectsCompleted,PerformanceRating,Salary,Bonus,YearsAtCompany,YearsInCurrentRole,TrainingHours,OvertimeHours,Absences,HireSource,EmployeeEngagementScore,TerminationDate,ReasonForLeaving,LastPromotionDate,SeniorLeader,TeamSize,PromotionCount,WorkFromHomeDays,PerformanceImprovementPlan,YearsSinceLastTraining,JobSatisfactionScore,RetentionRisk,DiversityCategory,SkillsAssessmentScore,RecruitmentCost,TimeToFillPosition,InternalPromotion,WorkHoursPerWeek,StressLevelScore
24809,20-01-2021,18-06-1965,Non-Binary,Sales,Chief Executive Officer,Terminated,677,John Andrews,Manager,9,2,5,57842.61,18529.48,6,2,3,6,9,Job Board,4.31,23-08-2022,Retirement,02-02-2022,Patrick,11,3,0,No,0,2.54,Medium,Non-Diverse,85.48,4415.16,5,No,57,5.98
24810,28-05-2019,03-05-1964,Non-Binary,HR,Health physicist,On Leave,31,Jacob Gomez,Director,14,14,1,36885.66,11936.82,1,6,98,11,12,Walk-in,2.4,,,03-05-2023,Arun S,13,1,8,Yes,4,3.24,High,Diverse,90.94,3649.99,53,No,42,4.14
24811,03-10-2018,26-10-1995,Female,Marketing,Tax inspector,On Leave,75,Marissa Holmes,Manager,15,4,2,87235.24,10161.15,7,6,10,6,3,Recruiter,3.62,,,02-11-2021,Patrick,33,4,13,No,2,2.57,Medium,Non-Diverse,57.03,6929.66,26,No,35,5.02
24812,22-07-2022,24-06-1972,Female,Finance,Solicitor,Active,249,Heather Lane,VP,15,18,3,99055.76,407.1,5,5,80,17,12,Job Board,2.79,,,24-11-2024,Arun S,49,3,18,Yes,2,1.05,High,Diverse,72.62,5555.35,15,No,37,3.48
24813,12-03-2020,08-11-1996,Non-Binary,Finance,"Psychologist, educational",On Leave,592,Sydney Hart,Manager,1,6,3,44265.57,13056.49,3,9,51,11,10,Recruiter,3.22,,,12-04-2024,Thomas G,43,5,8,Yes,1,1.01,Low,Non-Diverse,53.36,5018.42,36,No,34,2.21
24814,04-01-2016,28-11-1998,Male,IT,Occupational hygienist,Terminated,819,Stacie Holmes,VP,16,5,3,43714.28,12251.89,3,10,82,31,10,Job Board,4.51,13-04-2022,Retirement,30-12-2020,Patrick,48,5,13,Yes,0,1.69,Low,Non-Diverse,90.05,6768.58,23,No,42,1.28
24815,18-03-2016,15-09-1965,Male,Marketing,Civil Service administrator,On Leave,32,Anthony Johnson,Manager,0,17,4,99775.33,4135.92,8,2,74,12,2,Recruiter,2.56,,,27-02-2018,Patrick,17,3,16,No,4,2.32,High,Diverse,53.84,6201.01,33,Yes,47,5.25
24816,30-08-2019,03-12-2003,Non-Binary,HR,Civil Service administrator,Active,710,Tom Hughes,VP,5,20,2,114077.98,19753.97,5,5,83,34,18,Referral,3.36,,,30-11-2024,Thomas G,38,3,9,Yes,4,4.9,Low,Diverse,57.32,9506.44,49,No,60,8.13
24817,10-11-2018,18-04-1959,Female,Marketing,Furniture conservator/restorer,Active,228,Allison Pierce,Director,2,9,5,56320.11,18372.43,6,9,83,48,14,Recruiter,1.91,,,,Thomas G,50,4,9,No,3,1.91,Medium,Non-Diverse,72.1,7462.71,44,Yes,59,9.14
24818,08-10-2018,08-12-1994,Non-Binary,IT,Local government officer,On Leave,868,Sean Wyatt,Manager,2,7,2,60251.97,6271.88,4,6,17,22,4,Recruiter,4.69,,,03-05-2024,Patrick,20,4,9,Yes,4,1.27,Medium,Diverse,52.69,6287.28,34,Yes,54,2.65
24819,25-02-2019,17-04-1983,Male,Finance,IT technical support officer,On Leave,381,Dr. David Woods MD,Director,11,1,5,81121.15,6174.01,3,4,9,8,4,Job Board,4.5,,,,Arun S,23,5,19,Yes,3,3.91,Low,Diverse,51.89,3059.35,16,Yes,45,3.05
24820,29-05-2020,08-08-1985,Non-Binary,HR,"Producer, radio",Terminated,230,Anthony Gomez,Director,8,17,4,39185.17,11917.54,8,5,74,2,14,Walk-in,1.61,04-09-2020,None,23-04-2022,Patrick,23,5,14,Yes,3,2.16,Low,Diverse,72.44,5853.17,39,No,33,4.55
24821,15-11-2022,24-02-1960,Female,Sales,Veterinary surgeon,Terminated,47,Linda Johnson,VP,7,15,4,104297.44,3107.83,1,10,42,4,15,Job Board,1.67,12-05-2024,Resignation,,Patrick,37,2,15,No,1,1.62,Low,Non-Diverse,63.4,5181.14,36,No,30,2.67
24822,09-09-2023,11-12-2006,Female,Marketing,Architect,Terminated,329,Danielle Howell,Manager,1,15,5,99064.57,9576.24,6,5,19,49,0,Walk-in,4.78,10-09-2024,Resignation,16-12-2024,Thomas G,28,1,0,No,4,2.3,Low,Diverse,72.67,7277.71,57,No,45,5.57
24823,30-09-2016,27-07-1980,Female,Marketing,Education administrator,Active,198,Jackson Adams,Director,14,5,3,77087.68,12923.1,9,4,4,0,5,Walk-in,1.29,,,24-06-2024,Patrick,48,3,2,Yes,3,1.59,High,Diverse,91.93,4227.9,45,Yes,37,1.9
24824,22-02-2022,06-07-1998,Female,HR,IT consultant,On Leave,715,Robert Lee,Director,10,6,1,43661.81,10275.08,7,3,47,0,7,Job Board,1.49,,,24-10-2024,Patrick,22,5,16,No,1,3.2,High,Non-Diverse,83.65,5979.38,27,No,44,3.02
24825,18-12-2016,28-10-1974,Male,Marketing,Commercial art gallery manager,Active,573,Christopher Hall,Director,17,15,3,54459.44,13001.17,7,2,74,34,0,Referral,4.59,,,26-03-2024,Patrick,47,5,15,Yes,2,3.5,Low,Diverse,81.79,8129.86,34,No,49,6.52
24826,11-04-2024,10-05-1989,Female,Marketing,"Engineer, drilling",On Leave,270,Tracey Huber,Director,4,12,4,97689.76,6478.68,9,7,9,45,8,Walk-in,2.89,,,,Thomas G,28,3,2,No,2,4.18,Low,Diverse,53.17,7026.69,17,Yes,51,5.01
24827,15-09-2018,03-05-1982,Female,HR,Lexicographer,On Leave,412,Jeremy Page,Director,20,11,5,90483.62,10042.95,4,2,36,41,0,Referral,2.3,,,,Patrick,37,3,19,Yes,5,1.68,Medium,Non-Diverse,66.75,4630.26,9,Yes,54,3.24
24828,14-03-2016,17-01-1975,Male,Sales,Clothing/textile technologist,On Leave,736,Tracy Robinson,Manager,2,10,1,106346.08,2290.72,0,7,40,2,1,Walk-in,3.23,,,,Thomas G,22,4,3,Yes,5,4.36,Low,Diverse,90.47,6144.74,38,No,37,7.63
24829,20-11-2018,20-05-1994,Female,IT,"Accountant, chartered management",On Leave,122,Dennis Williams,VP,9,1,2,78204.64,14124.94,4,6,40,43,9,Walk-in,4.15,,,12-06-2022,Thomas G,48,2,0,Yes,5,4.39,Low,Diverse,74.89,6597.18,20,No,53,9.95
24830,05-09-2015,17-07-2000,Non-Binary,IT,"Research officer, political party",Active,825,Vanessa Rojas,Director,17,5,2,51018.02,16511.73,3,1,31,46,7,Recruiter,1.27,,,,Arun S,11,0,4,No,1,4.86,Medium,Non-Diverse,83.06,4443.43,12,Yes,58,7.15
24831,29-11-2016,02-12-1998,Non-Binary,HR,Clothing/textile technologist,Terminated,490,Brandi Manning,Director,17,1,3,93507.76,5203.81,4,2,90,30,3,Walk-in,3.34,13-12-2020,Layoff,,Patrick,30,5,20,No,5,2.09,Medium,Diverse,74.31,4530.49,22,Yes,42,5.45
24832,27-07-2017,08-05-1972,Female,Finance,Geographical information systems officer,Terminated,785,Amanda Walker,VP,8,7,3,117872.13,5508.48,9,7,35,38,3,Recruiter,4.13,04-05-2021,Layoff,,Thomas G,26,0,18,Yes,5,2.72,High,Non-Diverse,99.61,5034.99,35,Yes,34,9.2
24833,11-06-2018,08-03-1993,Non-Binary,Sales,"Production assistant, television",Terminated,475,Amy Lee,Director,16,11,2,40269.99,11205.28,8,4,67,10,1,Recruiter,1.96,02-10-2020,None,,Patrick,33,0,19,No,1,2.52,High,Diverse,85.33,8604.64,47,No,45,4.42
24834,24-10-2024,01-12-2004,Non-Binary,Finance,Sales executive,Terminated,305,Kevin James,VP,14,13,2,43216.88,5613.84,6,10,45,46,17,Walk-in,1.79,23-01-2025,None,17-11-2024,Arun S,26,5,17,No,0,3.42,Medium,Non-Diverse,69.67,1292.98,23,No,31,6.69
24835,10-08-2019,15-02-1977,Non-Binary,Sales,Child psychotherapist,Active,418,Heather Harris,Manager,2,3,5,83897.59,7352.43,5,4,52,42,3,Recruiter,2.15,,,25-09-2023,Thomas G,8,1,8,No,2,3.1,Medium,Non-Diverse,76.13,4059.3,31,No,46,4.32
24836,12-08-2019,03-11-1989,Male,HR,"Surveyor, quantity",On Leave,217,Tiffany Heath,Manager,12,3,3,53066.88,6412.1,1,3,29,8,8,Referral,3.2,,,14-09-2021,Arun S,30,0,12,No,3,3.3,Low,Non-Diverse,60.41,2729.02,42,No,48,2.84
24837,22-06-2024,18-09-2001,Male,Finance,Network engineer,Terminated,275,Veronica Griffin,Director,15,13,5,56871.15,204.04,7,10,20,12,4,Recruiter,4.09,10-09-2024,None,16-09-2024,Patrick,8,5,7,Yes,4,3.06,High,Diverse,90.05,7984.27,6,Yes,55,2.74
24838,12-09-2020,30-08-1988,Male,HR,Chartered accountant,Active,916,Christian Kim,Director,4,16,1,80825.43,9512.43,10,5,28,33,8,Referral,2.74,,,16-07-2022,Thomas G,45,5,4,Yes,5,2.02,High,Diverse,88.83,1160.36,57,No,45,5.63
24839,24-12-2018,01-07-1980,Non-Binary,Finance,Air broker,On Leave,175,Amanda Bright,Manager,3,4,2,70331.54,1046.42,4,10,42,18,10,Referral,1.66,,,,Patrick,38,2,18,No,1,2.07,Low,Diverse,70.61,9284.07,28,Yes,31,7.63
24840,15-12-2017,12-12-1961,Male,Sales,"Psychologist, sport and exercise",Terminated,659,John Horton,Manager,7,16,5,56295.53,15213.43,7,2,49,7,14,Walk-in,1.21,26-02-2024,Resignation,,Thomas G,31,3,10,Yes,4,1.83,Low,Non-Diverse,87.82,1061.9,47,No,35,9.18
24841,09-02-2022,25-05-2005,Male,HR,Fish farm manager,Active,16,Suzanne Scott,VP,4,19,1,34211.3,2502.58,1,2,29,17,0,Referral,3.13,,,11-08-2024,Thomas G,6,4,12,Yes,2,4.88,Medium,Non-Diverse,63.31,9600.91,24,No,30,2.72
24842,16-03-2015,05-04-1992,Female,Sales,"Journalist, broadcasting",Active,959,Elizabeth Gaines,VP,13,18,1,81556.88,8250.02,4,3,36,38,19,Referral,3.96,,,01-03-2018,Thomas G,23,2,19,Yes,0,4.89,High,Non-Diverse,63.89,9441.02,36,Yes,36,6.57
24843,17-02-2021,20-03-1995,Non-Binary,Finance,Tax adviser,Terminated,573,Barbara James,Manager,14,17,3,80045.36,6896.8,9,1,36,12,13,Referral,1.97,15-01-2023,None,,Patrick,34,3,16,Yes,0,1.14,High,Diverse,54.09,9830.42,22,No,39,2.4
24844,27-06-2021,11-06-1982,Non-Binary,IT,"Lighting technician, broadcasting/film/video",Active,825,Elizabeth Jenkins,VP,3,17,2,58453.69,8377.45,1,6,10,37,9,Job Board,3.94,,,04-08-2024,Patrick,27,2,4,No,5,1.54,High,Non-Diverse,70.08,5135.39,44,Yes,49,4.81
24845,14-08-2016,09-09-1963,Female,IT,Tourism officer,Active,13,Jeremy Conrad,Director,13,19,5,64848.18,16761.97,2,6,93,42,10,Recruiter,4.04,,,,Arun S,39,2,12,Yes,1,4.32,Medium,Diverse,82.19,2529.61,39,Yes,51,2.43
24846,05-06-2020,04-12-1990,Male,Marketing,Manufacturing engineer,On Leave,868,Lori Williamson,Director,17,2,5,73367.73,15169.75,5,10,29,21,16,Recruiter,4.72,,,,Patrick,44,3,13,Yes,5,2.3,Low,Diverse,53.94,3739.72,19,No,34,1.72
24847,06-07-2023,18-06-1961,Non-Binary,Marketing,"Conservation officer, historic buildings",On Leave,447,Tim Wallace,Manager,17,19,5,53789.24,7831.74,1,0,4,43,14,Referral,1.77,,,,Thomas G,19,5,12,Yes,5,1.86,Medium,Non-Diverse,81.97,9008.42,43,Yes,44,5.77
24848,17-09-2021,28-12-1978,Female,Finance,Fisheries officer,Terminated,39,Patricia Green,Manager,11,3,4,71708.78,11859.02,10,4,21,8,3,Walk-in,3.84,28-10-2024,Resignation,,Thomas G,34,5,4,No,0,2.5,Low,Non-Diverse,64.38,1008.21,52,No,56,7.85
24849,08-03-2023,03-05-2003,Male,HR,"Surveyor, building control",Active,816,Travis Moore,VP,3,3,5,72404.28,19708.4,3,9,16,11,8,Recruiter,3.52,,,,Thomas G,12,0,12,Yes,3,1.82,High,Non-Diverse,50.34,2344.31,47,Yes,48,5.21
24850,16-11-2017,10-04-1960,Male,Marketing,Financial adviser,Active,416,Carl Howard,VP,17,18,4,30733.01,3147.93,5,6,84,6,10,Referral,1.91,,,10-02-2023,Arun S,14,5,5,No,0,2.35,Medium,Diverse,54.37,9686.48,24,No,34,7.94
24851,01-11-2023,19-12-1972,Non-Binary,Marketing,"Embryologist, clinical",Active,621,Barbara Webster,VP,10,12,3,116275.44,12568.42,1,6,10,48,7,Referral,2.19,,,10-03-2024,Arun S,41,5,11,No,3,1.11,Medium,Diverse,79.62,4531.86,42,No,55,7.28
24852,01-06-2020,04-11-1972,Male,Marketing,Health and safety adviser,Terminated,68,Stephen Taylor,Manager,11,18,5,82785.1,14505.49,8,2,87,24,4,Walk-in,2.61,08-05-2021,None,,Thomas G,42,4,16,Yes,2,1.74,Low,Diverse,99.5,5689.37,27,Yes,40,9.55
24853,16-01-2017,04-09-1971,Female,IT,Drilling engineer,Terminated,777,Adam Anderson,Manager,3,12,1,94465.54,17671.88,4,7,35,48,15,Walk-in,1.4,27-05-2018,Retirement,,Thomas G,46,5,11,No,2,1.76,High,Non-Diverse,99.78,4218.53,57,Yes,37,9.34
24854,08-08-2017,09-11-1990,Non-Binary,Finance,Local government officer,On Leave,306,Carl Ross,Manager,10,13,1,31713.96,19912.5,7,8,10,6,19,Walk-in,4.86,,,,Thomas G,25,1,4,Yes,1,4.62,Low,Non-Diverse,63.44,9701.42,17,Yes,43,6.39
24855,20-09-2020,02-06-1986,Female,Marketing,"Nurse, mental health",Terminated,518,George Wilson,Manager,15,14,3,57538.92,3263.06,7,0,12,46,12,Recruiter,4.48,15-11-2020,Resignation,25-02-2023,Arun S,48,4,6,Yes,4,2.66,Medium,Diverse,91.31,5270.08,14,No,37,6.4
24856,06-05-2018,15-07-1964,Non-Binary,HR,"Horticulturist, amenity",On Leave,19,Lorraine Harris,Manager,3,8,1,46148.59,12505.33,0,9,68,25,4,Recruiter,2.03,,,,Arun S,38,0,16,No,4,2.65,Medium,Diverse,83.1,4611.89,56,Yes,30,1.87
24857,28-09-2023,03-02-1969,Non-Binary,Finance,"Surveyor, building",Terminated,383,Jordan Morris,Manager,4,6,4,104754.69,17821.91,2,2,59,47,0,Referral,3.01,05-02-2024,Resignation,07-10-2023,Patrick,16,5,16,Yes,4,2.78,Low,Diverse,57.25,6693.25,22,Yes,58,2.62
24858,28-01-2023,12-09-1986,Male,HR,Chartered legal executive (England and Wales),Active,993,Brian Butler,Manager,12,5,4,106366.33,3292.92,9,3,85,26,6,Walk-in,2.77,,,,Arun S,8,1,7,No,5,1.15,High,Non-Diverse,99.32,6036.73,8,No,36,9.27
24859,22-08-2017,28-10-1997,Non-Binary,IT,Sub,Terminated,965,Christopher Gonzalez,Manager,9,2,1,99840.75,4838.6,8,0,46,38,17,Recruiter,3.66,22-09-2018,Layoff,,Thomas G,14,1,14,Yes,4,2.42,High,Diverse,66.83,4448.5,10,No,39,5.04
24860,23-02-2018,06-10-1977,Male,IT,"Surveyor, commercial/residential",Active,779,Nicholas Steele DDS,Director,18,1,4,56686.12,7372.3,8,2,16,10,15,Referral,3.51,,,07-12-2022,Arun S,26,0,1,No,2,1.39,Medium,Diverse,62.46,9743.26,54,Yes,38,7.69
24861,20-01-2022,25-07-1982,Male,IT,Waste management officer,Active,540,Mark Nunez,Director,0,19,3,106481.61,4695.14,1,7,36,23,12,Job Board,1.12,,,,Thomas G,9,5,18,No,3,2.38,High,Diverse,84.89,2430.17,13,Yes,40,6.96
24862,28-02-2015,24-10-1999,Male,IT,Astronomer,Active,107,Scott Ferguson,Manager,18,7,4,111255.93,2613.57,0,1,22,30,2,Recruiter,1.24,,,,Arun S,26,4,7,No,5,1.28,Medium,Non-Diverse,74.99,6724.46,19,No,45,8.29
24863,01-12-2020,16-10-1997,Male,Finance,Educational psychologist,Active,405,Amanda Williams,Director,0,14,4,79852.52,6017.01,7,10,8,29,4,Walk-in,1,,,,Arun S,46,2,6,Yes,3,2.08,Low,Diverse,52.19,9072.49,56,Yes,48,5.84
24864,26-04-2023,16-06-1985,Female,HR,Museum/gallery conservator,Active,618,Marie Holmes,Manager,19,15,1,32445.3,14541.92,7,10,1,39,2,Walk-in,4.38,,,21-06-2023,Thomas G,20,1,7,No,5,4.7,High,Diverse,74.07,4813,5,No,59,6.97
24865,09-11-2024,05-02-1971,Female,Marketing,Chief of Staff,Terminated,795,Nicole Brooks,Manager,15,13,4,69649.61,977.63,0,1,34,46,0,Job Board,3.43,19-11-2024,Layoff,,Arun S,50,4,13,No,3,2.94,Medium,Non-Diverse,93.9,3203.04,45,Yes,58,2.56
24866,03-03-2015,08-12-2005,Male,Marketing,"Therapist, drama",On Leave,168,Kevin Rodriguez,VP,13,10,4,45909.11,3246.49,7,6,12,15,0,Walk-in,1.71,,,22-06-2017,Arun S,15,0,2,Yes,1,4.71,Low,Diverse,82.64,9657.49,51,No,40,9.3
24867,24-08-2023,19-08-1990,Male,IT,Charity fundraiser,Active,661,Ronald York,Director,20,10,4,31479.6,17433.27,3,5,95,24,15,Job Board,4.91,,,,Patrick,43,2,0,Yes,4,2.29,Medium,Diverse,62.13,9562.17,32,Yes,58,4.18
24868,09-07-2020,01-12-1980,Non-Binary,HR,Textile designer,On Leave,190,Brooke Osborne,Director,15,7,1,101691.86,8620.92,9,7,48,17,10,Recruiter,3.05,,,11-04-2024,Arun S,16,3,1,Yes,2,3.83,Low,Non-Diverse,83.42,7571.8,36,Yes,35,1.55
24869,11-10-2018,03-09-2000,Male,HR,Exercise physiologist,Terminated,537,Jerry Wolfe,VP,7,4,4,82145.11,7166.84,4,5,79,43,5,Job Board,1,13-04-2022,Retirement,30-06-2023,Arun S,44,1,7,Yes,5,4.59,Low,Non-Diverse,97.57,5669.94,22,Yes,47,5.26
24870,01-05-2017,11-05-1960,Female,Finance,Careers information officer,On Leave,294,Stephanie Payne,Director,17,16,3,95815.56,14273.11,2,3,47,11,0,Job Board,1.32,,,,Patrick,7,1,15,Yes,1,2.39,Medium,Diverse,77.66,9884.37,8,Yes,43,6.31
24871,27-02-2020,17-02-1994,Female,HR,Charity officer,On Leave,438,Cynthia Wilcox,Director,15,4,3,105589.26,19645.3,5,0,27,29,14,Referral,3.55,,,,Thomas G,6,2,17,No,5,1.91,High,Diverse,84.33,4100.6,9,No,56,3.62
24872,25-08-2015,27-05-1999,Non-Binary,Sales,"Education officer, environmental",On Leave,160,Kenneth Mullins Jr.,Director,4,11,2,49300.72,8097.34,9,0,51,39,10,Job Board,1.65,,,,Patrick,46,3,14,Yes,1,2.2,Medium,Non-Diverse,97.86,8776.73,13,No,54,9.99
24873,23-06-2020,12-04-1977,Male,Finance,Agricultural consultant,On Leave,276,Christopher Summers,VP,0,8,2,46009.81,19340.58,9,10,0,16,5,Walk-in,1.43,,,18-11-2020,Patrick,26,5,0,Yes,0,4.17,Low,Non-Diverse,56.54,6430.25,54,No,47,7.57
24874,12-11-2022,17-10-1983,Male,Sales,"Administrator, arts",Active,445,Rachel Ball,VP,7,8,3,45660.87,14120.78,8,5,58,38,0,Job Board,1.68,,,,Arun S,9,2,13,Yes,5,4.57,Low,Diverse,63.99,4032.77,5,No,44,5.04
24875,30-12-2015,14-04-1968,Male,Finance,"Teacher, special educational needs",Active,136,Danny Willis,VP,13,19,5,66775.49,12099.01,1,9,35,4,19,Referral,3.5,,,30-06-2022,Arun S,28,2,11,Yes,0,3.22,Low,Non-Diverse,80.79,3876.43,34,No,34,7.01
24876,09-06-2019,02-09-1998,Female,Sales,"Scientist, forensic",Terminated,578,Karen Patton,VP,11,12,4,60467.02,8599.31,0,2,42,31,16,Job Board,2.6,12-08-2020,Layoff,04-05-2024,Arun S,14,3,9,No,2,1.05,High,Diverse,54.26,7336.63,50,No,52,4.71
24877,06-04-2019,11-12-1968,Female,HR,Systems developer,Active,753,Debra Fields,Director,3,7,3,46037.03,14097.34,8,7,19,32,5,Recruiter,4.47,,,,Thomas G,45,4,3,No,0,3.39,Medium,Non-Diverse,76,3728.45,36,No,59,8.84
24878,02-05-2024,08-06-1980,Non-Binary,Sales,Minerals surveyor,On Leave,212,Michael Crawford,VP,10,13,4,66865.33,17548.06,5,9,98,3,18,Referral,3.03,,,,Thomas G,26,2,18,Yes,2,1.26,Low,Diverse,95.21,8182.52,6,Yes,45,9.56
24879,28-07-2024,22-06-2003,Non-Binary,Sales,Barrister,Terminated,261,Leah Holmes,Manager,11,6,3,119543.05,12701.48,7,1,65,27,20,Referral,4.72,31-08-2024,Resignation,30-12-2024,Arun S,19,3,16,No,0,1.43,Low,Non-Diverse,59.8,5263.92,47,No,42,5.73
24880,27-09-2023,23-02-1998,Non-Binary,Finance,Medical physicist,Terminated,955,Jeffery Williams,VP,16,17,4,86452.3,9525.45,8,7,77,31,5,Walk-in,1.89,24-07-2024,None,,Thomas G,14,4,12,No,2,3.32,Medium,Diverse,93.08,1819.07,7,No,31,4.44
24881,09-03-2021,10-02-1972,Male,IT,Electrical engineer,On Leave,129,Kelly Melton,Manager,19,6,2,107461.6,19060.15,5,10,55,25,16,Job Board,2.88,,,24-04-2021,Arun S,14,3,9,No,0,2.45,Low,Diverse,76.9,7281.07,47,Yes,59,4.95
24882,28-05-2020,31-10-1992,Female,Marketing,Market researcher,On Leave,160,Nicole Tanner,Manager,19,0,4,91332.91,5263.09,2,7,66,32,8,Walk-in,3.88,,,09-11-2024,Patrick,19,1,9,Yes,4,3.44,High,Diverse,78.19,1329.66,31,No,41,4.27
24883,09-05-2022,21-05-1981,Non-Binary,HR,Physiological scientist,Terminated,670,Erin Johnston,VP,7,6,5,96304.78,13493.73,10,7,87,19,3,Recruiter,4.43,04-12-2024,Layoff,,Thomas G,5,3,15,Yes,3,1.32,Medium,Non-Diverse,89.67,5529.74,22,Yes,51,6.33
24884,06-08-2018,02-09-1962,Female,Finance,Technical sales engineer,On Leave,65,Scott Browning,VP,15,0,3,106069.66,2480.29,7,3,72,1,14,Referral,1.33,,,24-01-2019,Arun S,49,2,15,Yes,0,1.84,Low,Non-Diverse,51.49,1558.41,46,Yes,34,1.81
24885,29-04-2017,20-08-1994,Non-Binary,Finance,"Engineer, production",Terminated,315,Carlos Mercado,VP,18,0,2,60205.59,2726.25,2,5,36,18,11,Recruiter,3.1,29-01-2022,Layoff,,Arun S,39,5,20,Yes,4,2.99,High,Non-Diverse,89.07,6609.96,10,No,38,3.53
24886,09-12-2022,11-08-2004,Female,Marketing,"Editor, magazine features",Active,9,Jessica Brown,Manager,14,0,1,67556.58,7484.95,8,8,16,9,12,Job Board,2.71,,,,Arun S,22,3,0,Yes,5,2.75,Low,Diverse,76.08,2894.31,40,Yes,50,8.42
24887,26-12-2016,27-02-2000,Non-Binary,IT,Warden/ranger,Active,561,Joseph Walters,VP,0,10,5,57885.95,17727.31,2,10,41,44,19,Recruiter,4.15,,,20-09-2018,Thomas G,20,0,16,No,4,2.89,Medium,Diverse,74.78,5204.9,34,No,44,1.92
24888,05-03-2021,21-03-1965,Female,Sales,Building control surveyor,Active,908,Frederick Thompson,Manager,3,16,3,105187.72,5342.48,0,1,95,19,6,Walk-in,2.41,,,26-03-2022,Patrick,12,4,5,No,2,4.51,Low,Diverse,99.36,6494.39,31,Yes,47,8.8
24889,26-04-2020,12-04-1981,Non-Binary,Marketing,"Surveyor, rural practice",On Leave,392,Alexandria Carlson,Director,9,9,5,64997.96,18598.66,8,10,45,9,11,Walk-in,2.24,,,01-01-2025,Patrick,43,5,18,No,2,2.46,Low,Non-Diverse,79.65,2178.29,10,No,60,3.82
24890,18-07-2019,28-09-1970,Non-Binary,HR,"Engineer, maintenance",On Leave,705,Elizabeth Harris,VP,2,2,1,52604.35,10538.89,10,1,43,25,6,Recruiter,4.85,,,,Patrick,47,0,10,Yes,5,1.78,Low,Diverse,85.86,7740.14,39,No,35,4.69
24891,07-05-2018,23-09-1980,Non-Binary,Marketing,"Psychologist, occupational",Terminated,159,Jesus Rice,VP,2,8,5,100825.22,9168.82,6,5,28,7,1,Job Board,4.03,19-07-2024,Layoff,,Patrick,5,5,12,No,0,1.13,Medium,Non-Diverse,57.01,9181.55,35,No,32,5.66
24892,18-01-2019,29-08-1968,Non-Binary,IT,"Conservator, museum/gallery",On Leave,423,Elizabeth Odonnell,Director,1,8,1,37495.08,6231.39,2,10,13,38,10,Job Board,1.16,,,05-04-2022,Patrick,26,3,3,No,5,1.67,Medium,Diverse,55.62,1591.82,41,Yes,56,7.13
24893,08-08-2022,14-06-1976,Female,HR,Technical author,On Leave,410,Pamela Mason,VP,13,17,1,85777.62,5853.12,2,9,71,26,12,Recruiter,1.89,,,,Arun S,25,1,5,Yes,0,1.23,Medium,Non-Diverse,80.87,1956.84,50,Yes,53,4.28
24894,10-04-2016,02-04-2002,Female,HR,Medical laboratory scientific officer,On Leave,946,Mr. Kevin Dixon MD,VP,5,9,2,94894.31,2605.84,9,5,42,28,11,Job Board,2.37,,,,Thomas G,41,4,8,No,4,1.91,Medium,Diverse,73.47,7176.6,11,Yes,46,5.21
24895,17-03-2021,18-08-1988,Female,Sales,"Investment banker, corporate",Active,157,Steven Harvey,VP,2,15,4,49729.2,2777.46,4,10,12,25,18,Referral,1.17,,,08-09-2021,Patrick,43,4,18,Yes,4,2.52,Low,Diverse,52.63,7860.49,28,No,55,1.01
24896,12-04-2023,13-04-1996,Non-Binary,IT,Civil Service administrator,Terminated,948,Michelle Valdez,VP,2,18,1,70350.44,953.32,5,4,100,20,0,Job Board,1.08,10-08-2024,Retirement,,Arun S,48,4,6,No,1,1.09,Low,Non-Diverse,52.67,4871.09,48,Yes,35,4.02
24897,11-08-2020,08-10-1982,Female,HR,Broadcast journalist,On Leave,646,Christina Young,Manager,16,16,3,31933.66,12176.85,0,3,1,47,17,Recruiter,1.37,,,,Arun S,30,3,19,Yes,0,4.24,Low,Diverse,63.48,9577.35,12,Yes,49,2.75
24898,10-12-2020,12-06-1970,Female,IT,"Pharmacist, hospital",Terminated,200,Anna Garner,VP,2,14,1,50870.05,9494.82,3,4,63,13,20,Recruiter,4.01,06-06-2021,Resignation,,Arun S,19,5,16,Yes,3,2.25,Low,Diverse,66.8,4287.96,19,No,34,1.95
24899,04-06-2022,02-01-1972,Male,HR,Nature conservation officer,Terminated,12,Ryan Lloyd,VP,5,11,1,49145.41,4488.58,5,10,42,31,13,Walk-in,2.82,23-05-2024,None,22-03-2024,Patrick,15,1,1,Yes,4,4.03,Medium,Diverse,72.6,4300.41,29,No,54,9.3
24900,10-07-2020,16-02-2003,Non-Binary,IT,Clinical biochemist,Active,253,Dr. Mike Bowen,Manager,4,2,3,107427.27,11411.15,6,9,61,14,2,Job Board,3.63,,,01-07-2022,Patrick,36,0,10,Yes,2,3.31,Medium,Diverse,58.39,7411.65,5,Yes,30,7.66
24901,22-02-2018,16-05-1995,Non-Binary,IT,Occupational hygienist,On Leave,525,Daniel Morris,VP,2,3,4,108794.18,6087.59,6,4,44,43,11,Job Board,3.56,,,07-12-2020,Arun S,18,4,3,Yes,0,3.46,Low,Non-Diverse,56.77,7575.38,5,No,58,5.38
